sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,source,environment_type,location,Dominant Color,Size_Category
Xialiao_2019-01-29_C_5.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,8.628804518355821,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_6.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,11.20806981026339,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_7.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,16.19695497246518,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_8.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,5.798782255726298,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_9.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,0.7511454968827462,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_10.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,8.952551477170994,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_11.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,15.234613040828764,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_12.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-01-29,12.55055082973086,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_13.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-01-29,18.02971296696957,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_14.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-01-29,6.354249404289119,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_15.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-01-29,3.42301636201821,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-01-29_C_16.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,2.839295854628052,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_17.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,1.5577537191370043,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_18.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,1.6750418760469012,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_19.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_20.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-01-29_C_21.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_22.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-01-29_C_23.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-01-29_C_24.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-01-29,5.239442523315519,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,167.01461377870564,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,31.96788342874136,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,19.254572961078257,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,4.080522306855277,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,7.088679379031686,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,20.962942926697323,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,103.59536867763558,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,45.8929165281011,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,12.64895812529126,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,21.35807924583886,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,61.44163045107148,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,3.948147660722511,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",red_pink,mesoplastics
Xialiao_2019-05-24_A_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,7.538893838667673,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,1.4736221632773356,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,2.2187708009762592,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,65.87225223891645,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,45.3792407980984,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,28.953229398663694,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,25.977774570645117,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,15.068886337543054,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,19.793870725547745,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",green,mesoplastics
Xialiao_2019-05-24_B_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,56.140350877192986,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,39.50925348305261,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,9.789205769105267,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,15.45595054095827,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,34.91991194109163,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,13.815971262779774,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,11.934011934011933,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,25.521693439423508,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,5.488043904351234,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,2.386255170219535,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",black,mesoplastics
Xialiao_2019-05-24_B_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.9689922480620154,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_B_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,1.0650761529449355,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_5.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,97.29974355106351,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_6.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,88.1621580890664,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_7.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,103.97731404057296,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_8.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,2.918855808523059,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_9.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,22.904588075298832,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_10.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,47.51738860959989,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_11.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,85.77343981070689,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_12.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,95.47109016051076,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_13.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,20.860495436766623,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_14.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,26.25089491687217,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_15.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,15.83759268591174,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_16.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,9.491525423728811,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_17.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,4.039316009155783,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_18.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,15.391380826737027,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_19.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,1.4833494029518652,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_20.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_21.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_C_22.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_23.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_C_24.0_microplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,microplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_5.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,5.219206680584551,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",red_pink,mesoplastics
Xialiao_2019-05-24_A_6.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,2.973756598022452,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_7.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,2.7506532801540367,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_8.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,0.6800870511425462,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_9.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,0.7088679379031686,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",blue,mesoplastics
Xialiao_2019-05-24_A_10.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,4.733567757641331,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_11.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,16.92734782314307,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_12.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,9.976720984369804,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_13.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,3.994407829039345,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_14.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,4.4189129474149365,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_15.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,9.740746291023529,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_16.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,1.316049220240837,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_17.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",orange_brown_yellow,mesoplastics
Xialiao_2019-05-24_A_18.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_19.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_20.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_21.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_A_22.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_23.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",unknown,mesoplastics
Xialiao_2019-05-24_A_24.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019-01-01,2019-05-24,0.0,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
Xialiao_2019-05-24_B_5.0_mesoplastics,Asia,Taiwan,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019-01-01,2019-05-24,5.180963659240619,mesoplastics,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",transparent,mesoplastics
