sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,source,environment_type,location,Dominant Color,Size_Category
Longmen_2018-05-30_C_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,10.73758982406872,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,15.587249629802823,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,18.859384429692216,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,17.41608613046232,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,4.109138724523341,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,10.47880058036434,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,7.468259895444363,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,20.932582647610797,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,3.2491267971732603,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,1.397428731134712,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,5.4423884310371635,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,1.5355086372360844,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,6.549741649079398,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,45.754575457545755,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,38.53564547206165,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,2.2237046920169004,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_27.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.7858546168958743,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_28.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.7055669230226487,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_29.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_30.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,microplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,2.4537870112874205,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.8083420903726458,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,5.862094233164798,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,7.083267747520857,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_A_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,11.8464697520139,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_A_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,9.223674096848578,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_A_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,6.702912042898637,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,2.2680880018144705,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,3.2071840923669015,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,2.96823983377857,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,3.6509675063891938,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,9.585606842648575,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,3.921261077562544,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.7098239636570131,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.7359976448075366,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,41.2054617435566,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_A_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.7715454054471107,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.7616726331022925,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,3.466204506065858,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,3.1869970520277273,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,4.925703965191692,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,3.714710252600297,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,4.513653802753329,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.7759155803848542,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,6.303403838072559,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,2.4213075060532687,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_B_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.7289692374981777,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,7.193209610128038,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,1.5603058199407085,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.7301401869158879,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_B_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.7890791446382073,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,5.6152735440397885,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",unknown,mesoplastics
Longmen_2018-05-30_C_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,5.781779136037003,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,7.01426233341127,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018-01-01,2018-05-30,3.017501508750754,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,5.541481950601646,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,1.643655489809336,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,2.489419965148121,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,5.774505557961599,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,1.62456339858663,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,1.554968123153475,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,1.4821402104639096,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
Longmen_2018-05-30_C_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018-01-01,2018-05-30,0.0,mesoplastics,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",transparent,mesoplastics
