"mpID","Continent","Subdivison","Country","System","Waterbody","Zone Area","Tidal Zone","Test Area","Sample Time","Sediment Sample Method","Sediment Depth (cm)","Extract Sediment Wt","Extract Method","Extract Chemical","Extract Oxidizer","No. of Extracts","Inspection","mp range (µm)","mp/kg dw","MP Unit","Dominant Shapes","Dominant Size","Colors","Polymers","N","MP Stat","Notes","Data Obtained From","Abbrev. Reference","DOI"
"849","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","339.5","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-3","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"850","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","494.9","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-4","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"851","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","491.6","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-5","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"852","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","785.5","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-6","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"853","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","636.8","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-7","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"854","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","388.5","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-8","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"855","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Noordwijk2","2017 Aug","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","462.8","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-NW2-9","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"858","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","152","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-3","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"856","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","337.8","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-1","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"859","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","121.6","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-4","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"860","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","775.3","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-5","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"861","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","23.6","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-6","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"862","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","300.7","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-7","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"863","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","331.1","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-8","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"864","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","128.4","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-9","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"857","Europe","Zeeland","Netherlands","Marine","North Sea","Nearshore","Subtidal","Vlissingen boei","2017 Nov","Rheineck boxcorer","0-5 cm","150 g wet","1-sieved, 2-density separated, 3-oxidized, 4-oxidized, 5-density separated","zinc chloride (1.6 g/ml)","KOH","2x","Visual inspection & FTIR","100-5000","623.3","microplastic/kg sediment dry wt.","(N/R)","<1 mm","(N/R)","polyethylene, chlorinated polyethylene, rubbers, polystyrene","1","Single","","interp_graph; Figure 2-VLIS-2","Bauerlein et al. 2023. A monitoring and data an...","https://dx.doi.org/10.1016/j.marenvres.2022.105804"
"683","North America","Arizona","United States","Riverine","Santa Cruz River","Bottom","(N/A)","Baseflow","2017 Dec","Rickley hydrological steel sediment core sampler","0-5 cm","50-70 g dry","1-sieved, 2-density separated","zinc chloride (1.6 g/ml)","(none)","1x","Visual inspection only","330-5000","277.5","microplastic/kg sediment dry wt.","fbrs","(N/R)","(N/R)","(Not Applicable)","1","Single","sum of means for fiber, fragment, film, and sphere","table_text; Page 45381","Eppehimer et al. 2021. Impacts of baseflow and ...","https://doi.org/10.1007/s11356-021-13724-w"
"684","North America","Arizona","United States","Riverine","Santa Cruz River","Bottom","(N/A)","Post-flood","2018 Jul","Rickley hydrological steel sediment core sampler","0-5 cm","50-70 g dry","1-sieved, 2-density separated","zinc chloride (1.6 g/ml)","(none)","1x","Visual inspection only","330-5000","250","microplastic/kg sediment dry wt.","fbrs","(N/R)","(N/R)","(Not Applicable)","1","Single","sum of means for fiber, fragment, film, and sphere","table_text; Page 45381","Eppehimer et al. 2021. Impacts of baseflow and ...","https://doi.org/10.1007/s11356-021-13724-w"
"520","North America","California","United States","Estuarine","San Diego Bay","Tidal Riverine","Subtidal","Chollas Creek","(N/R)","Core","0-5 cm","(N/R) (N/R)","1-manual separated","(none) (N/A)","(none)","1x","Visual inspection only","500-5000","148","microplastic/kg sediment dry wt.","fbrs","(N/R)","white, red, yellow, blue, green","(Not Applicable)","9","Mean","no density separation; converted item/meter square to item/kg dw","table_text; Table 1","Talley et al. 2020. Natural history matters: Pl...","https://doi.org/10.1371/journal.pone.0229777"
"533","North America","Connecticut","United States","Estuarine","Long Island Sound","Dredged Sediment","Harbor/Port","Westport","(N/R)","stainless steel split spoon; Ekman dredge","0-15 cm","50 g wet","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.4 g/ml)","Fenton's reagent","2x","Visual inspection & FTIR","30-5000","1609","microplastic/kg sediment dry wt.","frgmnt, sphr, fm","(N/R)","(N/R)","polyethylene, polyethylene:propylene, polystyrene","3","Mean","","interp_graph; Figure 2","Wilkens et al. 2020. Initial Survey of Micropla...","https://doi.org/10.1007/s00128-019-02762-3"
"532","North America","Connecticut","United States","Estuarine","Long Island Sound","Dredged Sediment","Harbor/Port","Milford Harbor","(N/R)","stainless steel split spoon; Ekman dredge","0-15 cm","50 g wet","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.4 g/ml)","Fenton's reagent","2x","Visual inspection & FTIR","30-5000","1447","microplastic/kg sediment dry wt.","sphr, fbr, frgmnt","(N/R)","(N/R)","polyethylene, polyethylene:propylene, polystyrene","3","Mean","","interp_graph; Figure 2","Wilkens et al. 2020. Initial Survey of Micropla...","https://doi.org/10.1007/s00128-019-02762-3"
"531","North America","Connecticut","United States","Estuarine","Long Island Sound","Dredged Sediment","Harbor/Port","Mianus River Cos Cob Harbor","(N/R)","stainless steel split spoon; Ekman dredge","0-15 cm","50 g wet","1-sieved, 2-density separated, 3-oxidized","zinc chloride (1.4 g/ml)","Fenton's reagent","2x","Visual inspection & FTIR","30-5000","1313","microplastic/kg sediment dry wt.","sphr, fbr, frgmnt","(N/R)","(N/R)","polyethylene, polyethylene:propylene, polystyrene","3","Mean","","interp_graph; Figure 2","Wilkens et al. 2020. Initial Survey of Micropla...","https://doi.org/10.1007/s00128-019-02762-3"
"100","North America","Florida","United States","Marine","Gulf of Mexico","Nearshore","Subtidal","Panacea","(N/R)","Divers scooped sediment w/hands","0-5 cm","(N/R) (N/R)","1-sieved, 2-density separated","sodium iodide (1.4 g/ml)","(none)","2x","Visual inspection only","250-5000","91","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","transparent, blue, pink, green","(Not Applicable)","1","Single","converted 116 MP/L of sand to 91 MP kg dry sediment","table_text; Table 2","Graham and Thompson. 2009. Deposit- and suspens...","https://doi.org/10.1016/j.jembe.2008.09.007"
"101","North America","Florida","United States","Marine","North Atlantic Ocean","Nearshore","Subtidal","Fort Pierce","(N/R)","Divers scooped sediment w/hands","0-5 cm","(N/R) (N/R)","1-sieved, 2-density separated","sodium iodide (1.4 g/ml)","(none)","2x","Visual inspection only","250-5000","167","microplastic/kg sediment dry wt.","fbr, frgmnt","(N/R)","transparent, blue, pink, green","(Not Applicable)","1","Single","converted 214 MP/L of sand to 167 MP kg dry sediment","table_text; Table 2","Graham and Thompson. 2009. Deposit- and suspens...","https://doi.org/10.1016/j.jembe.2008.09.007"
"959","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Boca Ciega Bay","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","3800","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-1S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
"960","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Egmont Key","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","2000","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-2S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
"961","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Lower Tampa Bay","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","1100","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-3S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
"962","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Mid Tampa Bay","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","300","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-4S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
"963","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Mid Tampa Bay","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","400","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-5S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
"964","North America","Florida","United States","Estuarine","Tampa Bay","Coastal","Subtidal","Old Tampa Bay","2017 Mar","Shipek grab","0-15 cm","150 g wet","1-elutriation, 2-sieved, 3-centrifuged, 4-density separated","sodium iodide (1.6 g/ml)","(none)","1x","Visual inspection only","53-5000","1800","microplastic/kg sediment dry wt.","frgmnt","(N/R)","(N/R)","(Not Applicable)","1","Single","","table_text; Table 5-6S","McEachern et al. 2019. Microplastics in Tampa B...","https://doi.org/10.1016/j.marpolbul.2019.07.068"
