sample_id,Continent,Country,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,Size_class,Dominant_Size,dominant_color,source,environment_type,location,concentration_level,color_display
Longmen_2019-09-26_B_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,11.648223645894,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_B_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,1.0200958890135674,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,6.219550119208044,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,1.9355463079454176,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,4.245833775607685,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,5.112474437627812,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_B_31.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_1.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_2.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_3.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_4.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_5.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.9665571235260004,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_6.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,2.92169848071679,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_7.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,2.802952443240213,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_8.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_9.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,8.218052321599782,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_10.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,4.393673110720562,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_11.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,15.29831718510964,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_12.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,2.4554941682013505,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_13.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_14.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,2.148458481039854,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_15.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,1.122208506340478,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_16.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_17.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-09-26 00:00:00,1.102049812651532,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_18.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,19.23282401966022,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_19.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,1.1367511651699442,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_20.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,12.9366106080207,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_21.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,2.194666959288928,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_22.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_23.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_24.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,6.96448114615461,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_25.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-09-26 00:00:00,4.388852315119596,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_26.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,26.20316184819635,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_27.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-09-26 00:00:00,4.72411186696901,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_28.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,40.19978072846875,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_29.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-09-26_C_30.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,15.134698819493492,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-09-26_C_31.0_mesoplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-09-26 00:00:00,0.0,mesoplastics,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.4152644714596248,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.8087997411840827,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,6.8592332901455695,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,3.854158637169506,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,6.22568093385214,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,118.88814467515068,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,389.00895338067306,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,573.3479143883768,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,232.2301617149305,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,9.586195877935772,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.177858439201452,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.7447680047665153,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,223.54964250158383,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,586.2320603259548,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_A_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,10.451841132014794,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_A_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,1.5866719555731854,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,1.6096579476861168,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,22.536734877850897,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_A_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,9.270418095856122,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_A_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,5.673222390317701,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,14.988290398126464,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_2.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.1059281878487943,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_3.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_4.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.7662517289073305,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_5.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,19.460661662496527,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_6.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,5.436752446538601,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_7.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,20.54392486793191,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_8.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,32.990102969109266,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_9.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,436.188891969319,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium,unknown
Longmen_2019-10-02_B_10.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,8.817370219332084,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_11.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,9.021569753137046,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_12.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,13.600816048962937,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_13.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.341737569276403,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_14.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,backshore,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.7902015013828526,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_15.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,6.517842594101352,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_16.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,10.875475802066338,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low,unknown
Longmen_2019-10-02_B_17.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,storm_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,3.305238803503553,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_18.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_19.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.8864462370357239,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_20.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,1.77320684457842,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_21.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.574444349094654,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_22.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2019.0,2019-10-02 00:00:00,9.157509157509155,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_23.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_24.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.8284317786430289,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_25.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.0,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_B_26.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,intertidal,Longmen_Beach,2019.0,2019-10-02 00:00:00,2.2222222222222223,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
Longmen_2019-10-02_C_1.0_microplastics,Asia,Taiwan,Marine,Longmen,Beach,dune,Longmen_Beach,2019.0,2019-10-02 00:00:00,0.9457159069415546,microplastics,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low,unknown
