sample_id,Continent,Country,region,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,log_concentration,Size_class,Standardized_Shapes,Dominant_Size,dominant_color,source,environment_type,location,concentration_level
Xialiao_2018-07-18_C_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,36.220166871483094,1.5707783158985051,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,32.62755987504339,1.5266953546398896,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,691.227296124715,2.8402487205325264,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_C_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,1348.9666136724961,3.130323027993451,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",High
Xialiao_2018-07-18_C_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,1256.9477528982054,3.0996626036694965,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",High
Xialiao_2018-07-18_C_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,23.791152263374485,1.3942967127297237,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,97.56097560975608,1.9937049937229125,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_17.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,38.82809742322626,1.6001895607821761,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_18.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,29.455081001472752,1.4836597589333476,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_19.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,1.5117157974300832,0.39997049709121013,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_20.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,5.594014404587092,0.8191498915220046,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_21.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.7142346975216056,0.23407028133321905,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_22.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,4.390458071125422,0.7316256722941913,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,44.748986155782404,1.6603814741002156,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,17.412370353546823,1.265109701877167,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,17.13384963333562,1.2584900102202414,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,162.82089701328536,2.2143692996142668,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_A_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,423.31881954523465,2.627692294183287,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_A_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,28.689127556274823,1.4725974356202045,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,12.895344102076828,1.1428693060455812,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,7.324543880676521,0.9203604469192507,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,10.726905603230692,1.069183429273934,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,11.62340178225494,1.101176405318646,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,33.707092247368784,1.540418230098366,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,41.56342418671569,1.629036559267629,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,44.87066690128454,1.6615350542685074,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,54.704595185995615,1.745891022491606,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,89.33933933933933,1.9558769101978297,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_A_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,6.926273664768354,0.8990690628312544,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,3.2932652725177016,0.6327877235205233,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_A_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,4.463953574882821,0.7375070006555648,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,16.63171595921614,1.246294580895677,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,37.16090672612412,1.5816186852530734,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,36.13787991104522,1.5698171075562948,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,20.26917463920869,1.32775063721857,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,524.4797305425238,2.720555968540647,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_B_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,22.12063117534287,1.3639996858136691,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,29.929700006960392,1.4903757077188744,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,17.326402772224444,1.2630772271287176,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,14.98535522103399,1.2037222914566796,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,15.976567700705631,1.2298498897171055,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,16.08657502193624,1.232655017773854,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,20.398449717821443,1.3303823105742412,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,139.53978200200095,2.147799275546714,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_B_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,12.830565257680519,1.140839930165338,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_B_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,9.101092131055726,1.0043683322825496,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,7.970436924860518,0.9528135968272203,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,3.575259206292456,0.6604157035770267,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,0.7174115790228853,0.23487438664514848,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_B_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,2.677376171352075,0.5655380576051632,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,3.025260928755105,0.6047940378083778,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,9.656811766453721,1.0276272948089387,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,dune,Xialiao_Beach,2018.0,2018-07-18,4.564125969876769,0.7453969537073339,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,2.841716396703609,0.5845253012094874,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,8.293593199253577,0.9681836585467669,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,storm_line,Xialiao_Beach,2018.0,2018-07-18,23.950183618074405,1.3970737461126375,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,17.780938833570413,1.2737172982627836,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,4.347826086956522,0.7281772754218051,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,3.233943470668133,0.6267450552561881,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,8.330440819160014,0.9699021625896079,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,66.91668505037134,1.8319764802473026,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,114.46740858505564,2.0624594191281918,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_C_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,115.13419088454819,2.0649600985193977,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2018-07-18_C_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,10.288065843621398,1.0526195340062172,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,10.604453870625662,1.064624706484767,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,supra_littoral,Xialiao_Beach,2018.0,2018-07-18,11.295446523120367,1.0897443052590317,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2018-07-18_C_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,8.033203909492569,0.9558418138157176,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,2.797007202293546,0.5794414209252535,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2018-07-18_C_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2018.0,2018-07-18,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Very Low
Xialiao_2019-01-29_A_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,92.27428984982811,1.9697619511947746,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2019-01-29_A_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,324.5599870821896,2.512631022576963,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,292.346627105332,2.467381099070286,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,91.97878687437853,1.9683838754973129,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2019-01-29_A_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,26.423252462166705,1.4381189618540706,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2019-01-29_A_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,207.0087239390803,2.318081549766373,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,109.77170179810088,2.044428827878018,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,backshore_with_storm_lines,Xialiao_Beach,2019.0,2019-01-29,117.00825940654636,2.0719124046718562,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-01-29,35.769034236075626,1.5654822229759773,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2019-01-29_A_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-01-29,220.91417774871013,2.3461850495115746,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Medium
Xialiao_2019-01-29_A_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,high_tide_line,Xialiao_Beach,2019.0,2019-01-29,53.63528009535161,1.7374731738893803,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
Xialiao_2019-01-29_A_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Xialiao,Beach,intertidal,Xialiao_Beach,2019.0,2019-01-29,10.506270930461618,1.0609345958514114,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Xialiao_Beach, Taiwan",Low
