sample_id,Continent,Country,region,System,Waterbody,Zone Area,Tidal_Zone,Test_Area,Year,Date,mp/kg dw,log_concentration,Size_class,Standardized_Shapes,Dominant_Size,dominant_color,source,environment_type,location,concentration_level
Longmen_2018-05-30_B_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,14.858841010401187,1.2002714452023007,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_B_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,18.054615211013317,1.280000183051984,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_B_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.8556446637877855,0.6862468975477122,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,1.5351550506601168,0.40400452603103887,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,13.190564866542521,1.1519996832333597,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_B_17.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,25.913993556520523,1.4299781440988781,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_B_18.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,8.878127522195317,0.9946746284086703,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_19.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.7231180851833104,0.23631504064375117,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_20.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.959141658088526,0.6954065141083061,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_21.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.1683168316831685,0.6199607220530258,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_22.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,1.4765596160944998,0.3938487868427011,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_23.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.7289692374981777,0.23778726620414622,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_24.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,143.14487124154797,2.1587991945485747,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Medium
Longmen_2018-05-30_B_25.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,6.241223279762833,0.8598119389560392,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_26.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,1.635858007524947,0.4209220113053819,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_27.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,1.4602803738317758,0.3909846021723145,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_28.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,1.569242840329541,0.4098051549595341,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_29.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_30.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_1.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,1.516645180859938,0.40082198914510186,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_2.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,2.857755233264271,0.5863346690790178,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_3.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.7389890629618682,0.24029685059946593,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_4.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,2.3351755273604735,0.5231186953914186,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_5.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,4.698880100242775,0.7557895198707046,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_6.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.7525020693806906,0.2436585394604277,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_7.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,2.367237433914622,0.5272737408619037,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_8.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,5.565715194402481,0.8172820401079022,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_9.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,11.239112110143298,1.087749912936021,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_10.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,14.439274827530884,1.1886268979558137,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_11.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,10.737589824068719,1.0695789288054236,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_12.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,15.587249629802823,1.2197743806221113,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_13.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,18.859384429692216,1.2979657827831728,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_14.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,17.41608613046232,1.2651973374486747,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_15.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,4.109138724523341,0.7083476949071724,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_16.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,10.478800580364341,1.059896511011189,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_17.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,7.468259895444363,0.927794178282814,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_18.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,20.932582647610797,1.341089774566959,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_19.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.2491267971732603,0.6282996909603157,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_20.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,1.397428731134712,0.3797457056717002,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_21.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,5.4423884310371635,0.8090469061978016,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_22.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,1.5355086372360844,0.4040650943150027,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_23.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,6.549741649079398,0.8779320903975419,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_24.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,45.754575457545755,1.6698241178551967,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_25.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,38.53564547206165,1.5969888336271651,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_C_26.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,2.2237046920169004,0.5083552513397676,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_27.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.7858546168958743,0.25184610088520876,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_28.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.7055669230226487,0.23186876492150382,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_29.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_C_30.0_microplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,microplastics,,<5 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,2.4537870112874205,0.5382955519127748,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.8083420903726458,0.25728059091130623,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,5.862094233164798,0.8364566776756316,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,7.083267747520857,0.9075869644653825,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,11.846469752013899,1.10878379865095,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_A_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,9.223674096848578,1.0096069968984214,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,6.702912042898637,0.8866549388190299,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,2.2680880018144705,0.514293742532302,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.2071840923669015,0.6239915157131933,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,2.9682398337785694,0.598597912307484,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.6509675063891933,0.6675433053586105,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_17.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,9.585606842648577,1.0247157599330667,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_18.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,3.9212610775625443,0.6920764053789558,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_19.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.7098239636570131,0.23295139954548238,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_20.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_21.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_22.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.7359976448075366,0.23954913164244052,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_23.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_24.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,41.2054617435566,1.6253686559759588,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Low
Longmen_2018-05-30_A_25.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_26.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,high_tide_line,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_27.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_28.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_29.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_A_30.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,intertidal,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_1.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_2.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_3.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,dune,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_4.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_5.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.7715454054471107,0.24835228796042888,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_6.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_7.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_8.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,0.7616726331022925,0.24592520779550317,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_9.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,backshore,Longmen_Beach,2018.0,2018-05-30,3.466204506065858,0.6499386053951733,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_10.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,3.1869970520277273,0.6219026551141726,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_11.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,4.925703965191692,0.7727399513129343,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_12.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,3.714710252600297,0.6734550078764353,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_13.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,storm_line,Longmen_Beach,2018.0,2018-05-30,4.513653802753329,0.7414394936750871,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_14.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_15.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.0,0.0,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
Longmen_2018-05-30_B_16.0_mesoplastics,Asia,Taiwan,East Asia,Marine,Longmen,Beach,supra_littoral,Longmen_Beach,2018.0,2018-05-30,0.7759155803848542,0.24942231738604465,mesoplastics,,5-25 mm,unknown,Taiwan Beaches,Beach,"Longmen_Beach, Taiwan",Very Low
